adult,budget,genres,id,imdb_id,original_language,original_title,popularity,year,month,day,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count,is_comedy,is_action,is_horror,is_family,is_drama,is_thriller
FALSE,2.28,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",756,tt0032455,en,Fantasia,8.03796,1940,11,13,83.32,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fantasia,False,7.2,831,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,25,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",1934,tt0138097,en,Shakespeare in Love,13.813155,1998,12,11,289.317794,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Shakespeare in Love,False,6.8,831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,50,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",216282,tt2106361,en,Into the Storm,9.092925,2014,8,6,160.602194,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Into the Storm,False,5.8,829,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,12,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9603,tt0112697,en,Clueless,9.882383,1995,7,19,0,97,"[{'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Clueless,False,6.9,828,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,120,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",9477,tt0349683,en,King Arthur,8.862107,2004,7,7,203.567857,126,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'cy', 'name': 'Cymraeg'}]",Released,King Arthur,False,6.1,827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",252,tt0067992,en,Willy Wonka & the Chocolate Factory,12.416635,1971,6,29,4,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Willy Wonka & the Chocolate Factory,False,7.4,826,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,30,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",339397,tt4513674,en,CafĂ© Society,9.2467,2016,5,11,43.763247,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,CafĂ© Society,False,6.4,826,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,35,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",943,tt0104714,en,Lethal Weapon 3,10.786007,1992,5,15,321.731527,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lethal Weapon 3,False,6.4,824,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,35,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4148,tt0959337,en,Revolutionary Road,12.265867,2008,12,19,75.225693,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Revolutionary Road,False,6.8,824,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,30,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37056,tt0892318,en,Letters to Juliet,7.282488,2010,5,14,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,Letters to Juliet,False,6.6,823,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,70,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2756,tt0096754,en,The Abyss,9.809585,1989,8,9,90.000098,139,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Abyss,False,7.1,822,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,25,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",5123,tt0426931,en,August Rush,8.874048,2007,11,21,66.122026,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,August Rush,False,7.2,821,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",249397,tt2382009,da,Nymphomaniac: Vol. II,9.594157,2013,12,25,2.227167,123,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nymphomaniac: Vol. II,False,6.6,820,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,6,"[{'id': 35, 'name': 'Comedy'}]",87818,tt1333125,en,Movie 43,10.895427,2013,1,1,32.438988,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Movie 43,False,4.5,816,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,39,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",24420,tt0452694,en,The Time Traveler's Wife,13.682598,2009,8,14,101.229792,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Time Traveler's Wife,False,6.7,815,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,50,"[{'id': 35, 'name': 'Comedy'}]",329833,tt1608290,en,Zoolander 2,10.155109,2016,2,6,55.969,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Zoolander 2,False,4.7,814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,20,"[{'id': 35, 'name': 'Comedy'}]",4258,tt0795461,en,Scary Movie 5,14.27281,2013,4,11,78.378744,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Scary Movie 5,False,4.6,813,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,28,"[{'id': 35, 'name': 'Comedy'}]",137093,tt1204975,en,Last Vegas,9.157369,2013,10,31,134.40245,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Last Vegas,False,6.4,813,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,15,"[{'id': 18, 'name': 'Drama'}]",4995,tt0118749,en,Boogie Nights,7.595679,1997,9,11,43.101594,155,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Boogie Nights,False,7.5,812,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,20,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",146198,tt1712261,en,Triple 9,12.892504,2016,2,19,12.639297,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Triple 9,False,5.6,812,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,10.7,"[{'id': 27, 'name': 'Horror'}]",609,tt0084516,en,Poltergeist,11.776326,1982,6,4,122.2,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Poltergeist,False,7.1,811,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,150,"[{'id': 12, 'name': 'Adventure'}]",8619,tt0311113,en,Master and Commander: The Far Side of the World,8.693298,2003,11,14,212.011111,138,"[{'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'pt', 'name': 'PortuguĂŞs'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Master and Commander: The Far Side of the World,False,6.9,808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,1,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",81,tt0087544,ja,é˘¨ă®č°·ă®ăŠă‚¦ă‚·ă‚«,11.267366,1984,3,11,3.301446,117,"[{'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,NausicaĂ¤ of the Valley of the Wind,False,7.7,808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,65,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",6795,tt0406375,en,Zathura: A Space Adventure,10.695639,2005,11,6,64.321501,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Zathura: A Space Adventure,False,6.1,808,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,30,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",72387,tt1656190,en,Safe,8.234382,2012,4,16,40.346186,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': 'ć™®é€ščŻť'}, {'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}]",Released,Safe,False,6.3,808,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,60,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",77174,tt1623288,en,ParaNorman,10.425038,2012,8,3,107.139399,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,ParaNorman,False,6.7,808,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,60,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",786,tt0181875,en,Almost Famous,9.086699,2000,9,15,47.383689,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Almost Famous,False,7.4,807,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,26,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14560,tt1114740,en,Paul Blart: Mall Cop,13.003122,2009,1,15,183.293131,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Paul Blart: Mall Cop,False,5.2,807,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FALSE,30,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6075,tt0106519,en,Carlito's Way,8.698509,1993,11,10,36.516012,144,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,Carlito's Way,False,7.7,805,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
FALSE,17.5,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",205,tt0395169,en,Hotel Rwanda,10.262332,2004,9,11,38,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,Hotel Rwanda,False,7.5,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,82,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9291,tt0398165,en,The Longest Yard,7.349843,2005,5,19,190.320568,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Longest Yard,False,6.2,804,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",381341,tt4901306,it,Perfetti sconosciuti,6.984664,2016,2,11,0,97,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Perfect Strangers,False,7.8,803,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,60,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",9334,tt0277296,en,The Scorpion King,9.488117,2002,4,16,165.33318,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ŕ¸ ŕ¸˛ŕ¸©ŕ¸˛ŕą„ŕ¸—ŕ¸˘'}]",Released,The Scorpion King,False,5.3,802,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,140,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5174,tt0293564,en,Rush Hour 3,9.718111,2007,8,8,258.02223300000003,91,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}, {'iso_639_1': 'zh', 'name': 'ć™®é€ščŻť'}]",Released,Rush Hour 3,False,6.1,801,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",397243,tt3289956,en,The Autopsy of Jane Doe,31.772396,2016,12,21,5.972942,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Autopsy of Jane Doe,False,6.3,799,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,5,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",192141,tt1781922,en,No Escape,14.13262,2015,8,26,54.418872,103,"[{'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ŕ¸ ŕ¸˛ŕ¸©ŕ¸˛ŕą„ŕ¸—ŕ¸˘'}]",Released,No Escape,False,6.7,798,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,13,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",63311,tt1189073,es,La piel que habito,9.782542,2011,8,17,5.774854,117,"[{'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,The Skin I Live In,False,7.4,797,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
FALSE,55,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",9315,tt0408790,en,Flightplan,12.419851,2005,9,22,223.387299,98,"[{'iso_639_1': 'ar', 'name': 'Ř§Ů„ŘąŘ±Ř¨ŮŠŘ©'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Flightplan,False,6.1,796,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,42,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5966,tt0343135,en,Along Came Polly,15.725542,2004,1,16,171.963386,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Along Came Polly,False,5.8,795,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,40,"[{'id': 18, 'name': 'Drama'}]",109410,tt0453562,en,42,11.637224,2013,4,12,95.020213,128,[],Released,42,False,6.8,795,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,105,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",257088,tt2058673,en,Point Break,7.291872,2015,12,3,133.718711,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Point Break,False,5.5,795,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,18,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",180863,tt2763304,en,T2 Trainspotting,17.645877,2017,1,27,41.412709,117,"[{'iso_639_1': 'bg', 'name': 'Đ±ŃŠĐ»ĐłĐ°Ń€ŃĐşĐ¸ ĐµĐ·Đ¸Đş'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,T2 Trainspotting,False,7.1,795,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,50,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",387426,tt3967856,en,Okja,15.738471,2017,5,19,0,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': 'í•śęµ­ě–´/ěˇ°ě„ ë§'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,Okja,False,7.7,795,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,35,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",267193,tt3381008,en,Grimsby,13.912531,2016,2,24,25.182929,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Grimsby,False,5.7,794,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,52,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8741,tt0120863,en,The Thin Red Line,9.783966,1998,12,25,98.126565,170,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}]",Released,The Thin Red Line,False,7.2,793,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,8,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",149,tt0094625,ja,ă‚˘ă‚­ă©,10.888917,1988,7,16,0.553171,124,"[{'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Akira,False,7.8,792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,30,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",4512,tt0443680,en,The Assassination of Jesse James by the Coward Robert Ford,10.111313,2007,9,2,14.711793,160,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Assassination of Jesse James by the Coward Robert Ford,False,7,792,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FALSE,75,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",37821,tt1103153,en,Killers,6.540621,2010,6,4,98.159963,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Killers,False,5.7,792,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,40,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1213,tt0134119,en,The Talented Mr. Ripley,11.65502,1999,12,25,128.798265,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Talented Mr. Ripley,False,7.1,790,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,11,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",304410,tt3547740,fr,La Famille BĂ©lier,7.943506,2014,12,17,0,105,"[{'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,The BĂ©lier Family,False,7,789,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,5,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",256274,tt2870612,en,"As Above, So Below",10.846585,2014,8,14,40.1,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"As Above, So Below",False,6.1,788,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,150,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1267,tt0396555,en,Meet the Robinsons,10.529576,2007,3,23,169.332978,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Meet the Robinsons,False,6.7,787,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,40,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20048,tt1093908,en,Confessions of a Shopaholic,8.198789,2009,2,5,108.332743,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}]",Released,Confessions of a Shopaholic,False,6.1,787,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",83899,tt1853739,en,You're Next,6.464826,2011,9,10,14.347,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You're Next,False,6.6,787,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,33,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7220,tt0330793,en,The Punisher,18.250919,2004,4,15,54.700105,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Punisher,False,6.1,786,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FALSE,30,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4513,tt0389722,en,30 Days of Night,8.764548,2007,10,17,75.505973,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,30 Days of Night,False,6.2,784,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,45,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",82525,tt1615065,en,Savages,13.248022,2012,7,6,82.966152,131,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Savages,False,6.2,784,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,33,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",19898,tt1188729,en,Pandorum,10.391425,2009,9,8,20.645327,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiáşżng Viá»‡t'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Pandorum,False,6.5,783,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
FALSE,140,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",944,tt0122151,en,Lethal Weapon 4,14.470551,1998,7,10,285.444603,127,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': 'ĺążĺ·žčŻť / ĺ»Łĺ·žč©±'}, {'iso_639_1': 'zh', 'name': 'ć™®é€ščŻť'}]",Released,Lethal Weapon 4,False,6.3,782,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2899,tt0250223,fr,AstĂ©rix & ObĂ©lix Mission ClĂ©opĂ˘tre,11.117405,2002,1,29,111.127553,108,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'ar', 'name': 'Ř§Ů„ŘąŘ±Ř¨ŮŠŘ©'}, {'iso_639_1': 'cn', 'name': 'ĺążĺ·žčŻť / ĺ»Łĺ·žč©±'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,Asterix & Obelix: Mission Cleopatra,False,7.2,782,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,50,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",421,tt0362270,en,The Life Aquatic with Steve Zissou,6.936677,2004,12,10,34.808403,119,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'is', 'name': 'ĂŤslenska'}, {'iso_639_1': 'pt', 'name': 'PortuguĂŞs'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Life Aquatic with Steve Zissou,False,7.1,781,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,80,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9257,tt0257076,en,S.W.A.T.,13.334952,2003,8,8,116.643346,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,S.W.A.T.,False,5.8,780,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,2,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",210479,tt2692904,en,Locke,12.792394,2014,4,10,4.6353,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Locke,False,6.9,780,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,10,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",325348,tt3072482,en,Hardcore Henry,14.544852,2015,9,12,14.33379,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}]",Released,Hardcore Henry,False,6.2,780,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,45,"[{'id': 35, 'name': 'Comedy'}]",4257,tt0362120,en,Scary Movie 4,13.096692,2006,4,13,178.26262,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Scary Movie 4,False,5.3,779,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",246741,tt3416742,en,What We Do in the Shadows,10.504198,2014,6,19,3.333,86,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,What We Do in the Shadows,False,7.4,779,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,50,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",18501,tt1034032,en,Gamer,9.730681,2009,9,3,40.82854,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Gamer,False,5.6,778,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
